Dian Bachar,"Dian Bachar (/ˈdiːən bəˈhɑːr/; born October 26, 1970 in Denver, Colorado) is an American actor most notable for his roles in various films by or starring his friends Trey Parker and Matt Stone, such as Cannibal! The Musical (George Noon), Orgazmo (Ben Chapleski) and his most famous role as Kenny ""Squeak"" Scolari in 1998's BASEketball, as well as making the occasional appearance on South Park."
Sophia Loren,"Sofia Villani Scicolone Dame Grand Cross OMRI (Italian: [soˈfiːa vilˈlaːni ʃʃikoˈloːne]; born 20 September 1934), known professionally as Sophia Loren, is an Italian actress. A famed star of Hollywood's Golden Age, she was named by the American Film Institute as the 21st greatest female star of Classic Hollywood Cinema. "
Renata Tebaldi,"Renata Tebaldi Cavaliere di Gran Croce OMRI (US: /təˈbɑːldi/ tə-BAHL-dee, Italian: [reˈnaːta teˈbaldi]; 1 February 1922 – 19 December 2004) was an Italian lirico-spinto soprano popular in the post-war period and was especially prominent as one of the stars of La Scala and the Metropolitan Opera. Among the greatest and most beloved opera singers, she has been said to have possessed one of the most beautiful voices of the 20th century, a voice that was focused primarily on the verismo roles of the lyric and dramatic repertoires.[10][11] Italian conductor Arturo Toscanini praised Tebaldi's voice as ""la voce d'angelo"" (""the voice of an angel""), while La Scala music director Riccardo Muti summed up Tebaldi as ""one of the greatest performers with one of the most extraordinary voices in the field of opera."""
Lois Maxwell,"Lois Ruth Maxwell (born Lois Ruth Hooker; 14 February 1927 – 29 September 2007) was a Canadian actress, best known for her portrayal of Miss Moneypenny in all the first fourteen Eon-produced James Bond films (1962–1985). She was the first actress to play the part. The films in which she played Miss Moneypenny were Dr. No (1962), From Russia with Love (1963), Goldfinger (1964), Thunderball (1965), You Only Live Twice (1967), On Her Majesty's Secret Service (1969), Diamonds Are Forever (1971), Live and Let Die (1973), The Man with the Golden Gun (1974), The Spy Who Loved Me (1977), Moonraker (1979), For Your Eyes Only (1981), Octopussy (1983), and A View to a Kill (1985). She did not appear in the 1954 and 1967 adaptations of Casino Royale, nor in the 1983 remake of Thunderball, Never Say Never Again, as the production was not Eon's, though she did, as a similar character, in the spoof O.K. Connery."
Bette Midler,"Bette Midler (/bɛt/; born December 1, 1945) is an American singer, songwriter, actress, author, and comedian. In a career spanning over half a century, Midler has won four Golden Globe Awards, three Grammy Awards, three Primetime Emmy Awards, and a Tony Award."
Trini Alvarado,"Trinidad ""Trini"" Alvarado (born January 10, 1967) is an American actress best known for her performances as Margaret ""Meg"" March in the 1994 film adaptation of Louisa May Alcott's novel Little Women and Lucy Lynskey in the comedy/horror film The Frighteners. She also has had notable stage performances and singing roles in musicals."
Nadja Brand,"Nadja Brand (also known as Nadya Brand), is a South African-born actress and producer, most famously known for her leading role in Broken, for which she won the 2007 Fright Meter Award for Best Actress in a Leading Role. (2006). Brand has also starred in The 13th Sign, Dust, and The Devil's Chair."
Janne Carlsson,"Janne ""Loffe"" Carlsson (12 March 1937 – 31 August 2017), sometimes credited as Janne Carlsson, Jan Carlsson or Janne Karlsson, was a Swedish film and television actor and musician."
Eva Röse,Eva Röse (born 16 October 1973 in Vårberg) is a Swedish actress and television host. She is best known internationally for her role as the sinister android Niska in Season 1 of the Swedish science fiction TV series Real Humans.
Henrik Lundström,Per Henrik Lundström (born 13 December 1983) is a Swedish actor. He was educated at Sankt Eriks gymnasium in Stockholm.
Charles Boyer,"Charles Boyer (French: [bwaje]; 28 August 1899 – 26 August 1978) was a French-American actor who appeared in more than 80 films between 1920 and 1976. After receiving an education in drama, Boyer started on the stage, but he found his success in American films during the 1930s. His memorable performances were among the era's most highly praised, in romantic dramas such as The Garden of Allah (1936), Algiers (1938), and Love Affair (1939), as well as the mystery-thriller Gaslight (1944). He received four Oscar nominations for Best Actor."
Lauren Bacall,"Lauren Bacall (/bəˈkɔːl/; born Betty Joan Perske; September 16, 1924 – August 12, 2014) was an American actress. She was named the 20th-greatest female star of classic Hollywood cinema by the American Film Institute and received an Academy Honorary Award from the Academy of Motion Picture Arts and Sciences in 2009 for recognition of her contribution to the Golden Age of motion pictures. She was renowned for her distinctive voice and sultry looks."
Katina Paxinou,Katina Paxinou (Greek: Κατίνα Παξινού; 15 December 1900 – 22 February 1973) was a Greek film and stage actress.
Dan O'Herlihy,"Daniel Peter O'Herlihy (May 1, 1919 – February 17, 2005) was an Irish film actor, known for such roles as Brigadier General Warren A. ""Blackie"" Black in Fail Safe, Marshal Ney in Waterloo, Conal Cochran in Halloween III: Season of the Witch, ""The Old Man"" in RoboCop, and Andrew Packard in Twin Peaks. He was nominated for the Academy Award for Best Actor for the 1954 film Adventures of Robinson Crusoe."
Ed Flanders,"Edward Paul Flanders (December 29, 1934 – February 22, 1995)  was an American actor. He is best known for playing Dr. Donald Westphall in the medical drama series St. Elsewhere (1982–1988). Flanders was nominated for eight Primetime Emmys and won three times in 1976, 1977, and 1983."
Gregory Lee Kenyon,Gregory Lee Kenyon is an American actor who has starred in numerous independent films and plays.
William H. Macy,"William Hall Macy Jr. (born March 13, 1950) is an American actor and director. His film career has been built on appearances in small, independent films, though he has also appeared in action films. Macy has described himself as ""sort of a Middle American, WASPy, Lutheran kind of guy... Everyman"". Macy has won two Emmy Awards and four Screen Actors Guild Awards, as well as a nomination for the Academy Award for Best Supporting Actor for his performance in Fargo. Since 2011, he has played Frank Gallagher, a main character in the Showtime adaptation of the British television series Shameless. Macy has been married to Felicity Huffman since 1997."
Neve Campbell,"Neve Adrianne Campbell (/ˈnɛv ˈkæmbəl/; born October 3, 1973) is a Canadian actress and producer. She is best known for her starring roles as Julia Salinger in the Fox teen drama series Party of Five (1994–2000), and as Sidney Prescott in the slasher film franchise Scream (1996–present)."
John Ritter,"Jonathan Southworth Ritter (September 17, 1948 – September 11, 2003) was an American actor and comedian. He was the son of the singing cowboy star Tex Ritter and the father of actors Jason and Tyler Ritter. Ritter is known for playing Jack Tripper on the ABC sitcom Three's Company (1977–1984), for which he received a Primetime Emmy Award and a Golden Globe Award in 1984. He briefly reprised the role on the spin-off Three's a Crowd, which aired for one season."
Edgar Ramírez,"Édgar Filiberto Ramírez Arellano (Spanish pronunciation: [ˈeðɣaɾ raˈmiɾes], born March 25, 1977) is a Venezuelan actor. He played Carlos the Jackal in the 2010 French-German biopic series Carlos, a role for which he won the César Award for Most Promising Actor at the César Awards 2011, and was nominated for a Golden Globe and Emmy Award for Best Actor. He also played Larry, a CIA operative in the film Zero Dark Thirty, Paz—a CIA assassin—in The Bourne Ultimatum, and boxer Roberto Durán in Hands of Stone. Ramírez won at the 2012 ALMA Awards for Ares in Wrath of the Titans. He received several award nominations for his portrayal of Gianni Versace in the 2018 miniseries The Assassination of Gianni Versace: American Crime Story."
Joan Allen,"Joan Allen (born August 20, 1956) is an American actress. She began her career with the Steppenwolf Theatre Company in 1977, won the 1984 Drama Desk Award for Outstanding Actress in a Play for And a Nightingale Sang, and won the 1988 Tony Award for Best Actress in a Play for her Broadway debut in Burn This. She is also a three-time Academy Award nominee, receiving Best Supporting Actress nominations for Nixon (1995) and The Crucible (1996), and a Best Actress nomination for The Contender (2000)."
Adam West,"William West Anderson (September 19, 1928 – June 9, 2017), known professionally as Adam West, was an American actor, known primarily for his role as Batman in the 1960s ABC series of the same name and its 1966 theatrical feature film. West began acting in films in the 1950s. He played opposite Chuck Connors in Geronimo (1962) and The Three Stooges in The Outlaws Is Coming (1965). He also appeared in the science fiction film Robinson Crusoe on Mars (1964) and performed voice work on The Fairly OddParents (2003–2017), The Simpsons (1992, 2002), and Family Guy (2000–2018), playing fictional versions of himself in all three. Late in his career, West starred in two direct-to-video animated Batman films, Batman: Return of the Caped Crusaders, and Batman vs. Two-Face, the latter of which was released posthumously."
Burt Ward,"Burt Ward (born Bert John Gervis Jr. /ˈdʒɜːrvɪs/, July 6, 1946) is an American actor and activist. He is best known for his portrayal of Robin, the sidekick of Batman (played by Adam West), in the television series Batman (1966–1968), its theatrical feature film, the Saturday morning animated series The New Adventures of Batman (1977), the two-episode pilot Legends of the Superheroes (1979), the animated reunion films Batman: Return of the Caped Crusaders (2016) and Batman vs. Two-Face (2017), and the live-action television event Crisis on Infinite Earths (2019). Ward is one of the last surviving original actors of the 1960s TV series Batman."
Savannah,A savanna or savannah is a mixed woodland-grassland ecosystem characterised by the trees being sufficiently widely spaced so that the canopy does not close. The open canopy allows sufficient light to reach the ground to support an unbroken herbaceous layer consisting primarily of grasses.
Stephanie Blake,Stephanie Blake is an American burlesque performer and actress. She is known for playing the role of the nurse who came to Ferris' house in Ferris Bueller's Day Off.
Vera-Ellen,"Vera-Ellen (born Vera-Ellen Westmeier Rohe; February 16, 1921 – August 30, 1981) was an American dancer and actress. She is remembered for her solo performances as well as her work with partners Fred Astaire, Gene Kelly, Danny Kaye, and Donald O'Connor. She is best known for her starring roles in On the Town with Kelly and White Christmas (1954) with Kaye."
Cesar Romero,"Cesar Julio Romero Jr. (February 15, 1907 – January 1, 1994) was an American actor, singer, dancer, and vocal artist. He was active in film, radio, and television for almost 60 years."
Sean Penn,"Sean Justin Penn (born August 17, 1960) is an American actor, director, screenwriter, and producer. He has won two Academy Awards, for his roles in the mystery drama Mystic River (2003) and the biopic Milk (2008)."
Crispin Glover,"Crispin Hellion Glover (born April 20, 1964) is an American actor, filmmaker, musician and author."
Kris Aquino,"Kristina Bernadette Cojuangco Aquino (born February 14, 1971), better known by her screen name Kris Aquino, is a Filipino TV host, actress, producer, product endorser and businesswoman."
Claudine Barretto,"Claudine Margaret Castelo Barretto (born July 20, 1979) is a Filipino film and television actress, product endorser and entrepreneur."
Wendell Ramos,"Wendell Xavier Ramos (born August 18, 1978) is a Filipino actor and model who is currently under GMA Network after ABS-CBN and TV5."
Ryôko Yonekura,"Ryoko Yonekura (米倉 涼子, born August 1, 1975, in Kanagawa Prefecture) is a Japanese actress and former fashion model best known for her role in the Japanese medical drama Doctor-X: Surgeon Michiko Daimon. She is also the official Japanese dubbing roles for Scarlett Johansson in Avengers film series, as Black Widow."
Shingo Tsurumi,"Shingo Tsurumi (鶴見 辰吾, Tsurumi Shingo, born December 29, 1964 in Tokyo) is a Japanese actor."
Robert Downey Jr.,"Robert John Downey Jr. (born April 4, 1965) is an American actor and producer. His career has been characterized by critical and popular success in his youth, followed by a period of substance abuse and legal troubles, before a resurgence of commercial success in middle age. In 2008, Downey was named by Time magazine among the 100 most influential people in the world, and from 2013 to 2015, he was listed by Forbes as Hollywood's highest-paid actor. His films have grossed over $14.4 billion worldwide, making Downey the sixth-highest-grossing box office star of all-time."
Ryan O'Neal,"Charles Patrick Ryan O'Neal (born April 20, 1941) is an American actor and former boxer. O'Neal trained as an amateur boxer before beginning his career in acting in 1960. In 1964, he landed the role of Rodney Harrington on the ABC nighttime soap opera Peyton Place. The series was an instant hit and boosted O'Neal's career. He later found success in films, most notably Love Story (1970), for which he received Academy Award and Golden Globe nominations as Best Actor, Peter Bogdanovich's What's Up, Doc? (1972) and Paper Moon (1973), Stanley Kubrick's Barry Lyndon (1975), Richard Attenborough's A Bridge Too Far (1977), and Walter Hill's The Driver (1978). From 2005 to 2017, he had a recurring role in the Fox TV series Bones as Max, the father of the show's protagonist."
Ashok Kumar,"Kumudlal Ganguly (13 October 1911 – 10 December 2001), better known by his stage name Ashok Kumar and also fondly called Dadamoni, was an Indian film actor who attained iconic status in Indian cinema and who was a member of the cinematic Ganguly family. He was honoured in 1988 with the Dadasaheb Phalke Award, the highest national award for cinema artists, by the Government of India and also received the Padma Bhushan in 1999 for his contributions to Indian cinema. He is considered to be one of India's finest actors ever, playing leading, antagonist and character roles with equal panache."
Meena Kumari,"Meena Kumari (born Mahjabeen Bano; 1 August 1933 – 31 March 1972) was an Indian film actress and poet, who worked in Hindi films. Popularly known as The Tragedy Queen She was active between 1939 and 1972. Kumari was described by critics as a ""historically incomparable"" actress of Hindi cinema. In a career spanning 33 years, she starred in about 92 films such as Sahib Bibi Aur Ghulam, Pakeezah,  Mere Apne, Aarti, Baiju Bawra, Parineeta, Dil Apna Aur Preet Parai, Foot Path, Dil Ek Mandir and Kaajal."
Raaj Kumar,"Raaj Kumar (8 October 1926 – 3 July 1996), born as Kulbhushan Pandit, was an Indian film actor. He worked as sub-inspector of Mumbai Police in the late 1940s before he turned to acting with the 1952 Hindi film Rangeeli. He appeared in the Oscar-nominated 1957 film Mother India and went on to star in over 70 Hindi films in a career that spanned over four decades."
Drew Barrymore,"Drew Blythe Barrymore (born February 22, 1975) is an American actress, producer, director, author, talk show host and entrepreneur. She achieved fame as a child actress with her role in E.T. the Extra-Terrestrial (1982). She is the recipient of numerous accolades, including a Golden Globe, a Screen Actors Guild Award, and a BAFTA nomination. She is a member of the Barrymore family of actors, and the granddaughter of John Barrymore."
Jimmy Fallon,"James Thomas Fallon (born September 19, 1974) is an American comedian, actor, television host, writer, and producer. He is known for his work in television as a cast member on Saturday Night Live and as the host of late-night talk show The Tonight Show Starring Jimmy Fallon and before that Late Night with Jimmy Fallon."
Jason Spevack,"Jason Spevack (born July 4, 1997) is a Canadian actor and filmmaker. He is a graduate of The London School of Economics. He has dual citizenship with Canada and the United States. Spevack has appeared in over 40 commercials for radio and television and had a principal role in the TV series Dino Dan. He is perhaps best known for his roles in  Fever Pitch, Sunshine Cleaning and Ramona and Beezus, as well as receiving a Young Artist Award nomination as Best Leading Young Actor in a Feature Film for his role in the 2012 comedy film Jesus Henry Christ."
Marcello Mastroianni,"Marcello Vincenzo Domenico Mastroianni (Italian pronunciation: [marˈtʃɛllo mastroˈjanni]; 28 September 1924 – 19 December 1996) was an Italian film actor, regarded as his country's biggest film star of all time. His films include: La Dolce Vita; 8½; La Notte; Divorce Italian Style; Yesterday, Today and Tomorrow; Marriage Italian Style; The 10th Victim; A Special Day; City of Women; Henry IV; Dark Eyes and Everybody's Fine. His honours included BAFTAs, Best Actor awards at the Venice and Cannes film festivals, two Golden Globes and three Oscar nominations."
John Vernon,"John Keith Vernon (born Adolphus Raymondus Vernon Agopsowicz; February 24, 1932 – February 1, 2005) was a Canadian actor. He made a career in Hollywood after achieving initial television stardom in Canada. He was best known for playing Dean Wormer in Animal House, the Mayor in Dirty Harry and Fletcher in The Outlaw Josey Wales."
Charlton Heston,"Charlton Heston (born John Charles Carter; October 4, 1923 – April 5, 2008) was an American actor and political activist.As a Hollywood star, he appeared in almost 100 films over the course of 60 years. He played Moses in the epic film The Ten Commandments (1956), for which he received his first nomination for the Golden Globe Award for Best Actor – Motion Picture Drama. He also starred in The Greatest Show on Earth (1952), Secret of the Incas (1954), Touch of Evil (1958) with Orson Welles, The Big Country (1958), Ben-Hur (1959), for which he won the Oscar for Best Actor, El Cid (1961), The Greatest Story Ever Told (1965), Planet of the Apes (1968), The Omega Man (1971) and Soylent Green (1973)."
Edward G. Robinson,"Edward G. Robinson (born Emanuel Goldenberg; Yiddish: ײמאַנועל גאָלדענבערג‎; December 12, 1893 – January 26, 1973) was a Romanian American actor of stage and screen during Hollywood's Golden Age. He appeared in 30 Broadway plays and more than 100 films during a 50-year career and is best remembered for his tough-guy roles as gangsters in such films as Little Caesar and Key Largo."
Leigh Taylor-Young,"Leigh Taylor-Young (born January 25, 1945) is an American retired actress who has appeared on stage, screen, podcast, radio and television. The most famous films in which she had important roles include I Love You, Alice B. Toklas (1968), The Horsemen (1971), The Gang That Couldn't Shoot Straight (1971), Soylent Green (1973), and Jagged Edge (1985)."
Marlene Dietrich,"Marie Magdalene ""Marlene"" Dietrich (/mɑːrˈleɪnə ˈdiːtrɪk/, German: [maʁˈleːnə ˈdiːtʁɪç] (listen); 27 December 1901 – 6 May 1992) was a German-American actress and singer. Her career spanned from the 1910s to the 1980s."
Tilly Losch,"Ottilie Ethel Leopoldine Herbert, Countess of Carnarvon (née Losch; November 15, 1903 – December 24, 1975), known professionally as Tilly Losch, was an Austrian dancer, choreographer, actress, and painter who lived and worked for most of her life in the United States and United Kingdom."
Sean Huze,"Sean Huze (born January 18, 1975) is an American actor, screenwriter and playwright."
Miranda Otto,"Miranda Lin Otto (born 15 December 1967) is an Australian actress. She is the daughter of actors Barry and Lindsay Otto and the paternal half-sister of actress Gracie Otto. Otto began her acting career in 1986 at age 18 and appeared in a variety of independent and major studio films in Australia. She made her major film debut in Emma's War, in which she played a teenager who moves to Australia's bush country during World War II."
George DelHoyo,"George DelHoyo (born November 23, 1953, Canelones, Uruguay), also known as George Deloy, is a Uruguay-born American actor and voice actor."
Alicia Banit,"Alicia Banit is an Australian actress and dancer best known for her role as Kat in the Australian Broadcasting Corporation (ABC) television series Dance Academy. She also appeared in various Australian television series, being the main cast in We Were Tomorrow (2018) or having recurring roles in We Playing for Keeps (2018)"
Rosario Dawson,"Rosario Isabel Dawson (born May 9, 1979) is an American actress, voice actress, producer, and activist. She made her feature film debut in the 1995 independent drama Kids. Her subsequent film roles include He Got Game (1998), Josie and the Pussycats (2001), Men in Black II (2002), Rent (2005), Sin City (2005), Clerks II (2006), Death Proof (2007), Seven Pounds (2008), Unstoppable (2010) and Top Five (2014). Dawson has also provided voice-over work for Disney/Marvel, Warner Bros./DC Comics, and ViacomCBS's Nickelodeon unit."
Chad Faust,"Chad Faust (born July 14, 1980) is a Canadian actor, singer, film producer, film director, and screenwriter best known for his role as Kyle Baldwin in The 4400. He currently resides in Los Angeles, California."
Marcus Patrick,"Marcus Patrick (born Patrick Marcus Osborne; 5 June 1974 in Bath, Somerset) is an English actor, model, singer and film director."
Mako Hyôdô,"Mako Hyōdō (兵藤 まこ, Hyōdō Mako, born September 7, 1962), also credited as Mako Hyoudou, is a Japanese actress, voice actress and singer from Tokyo, Japan."
Justin Timberlake,"Justin Randall Timberlake (born January 31, 1981) is an American singer, songwriter, actor, and record producer. Born and raised in Tennessee, he appeared on the television shows Star Search and The All-New Mickey Mouse Club as a child. In the late 1990s, Timberlake rose to prominence as one of the two lead vocalists and youngest member of NSYNC, which eventually became one of the best-selling boy bands of all time. Timberlake won two Grammy Awards for his R&B-focused debut solo album Justified (2002) and its single ""Cry Me a River"". Another single from the album, ""Rock Your Body"", was also successful."
Jack Cassidy,"John Joseph Edward Cassidy, known as ""Jack"", (March 5, 1927 – December 12, 1976) was an American actor and singer known for his work in the theatre, television and films. He received multiple Tony Award nominations and a win as well as a Grammy Award for his work on the Broadway production of the musical She Loves Me. He also received two Primetime Emmy Award nominations. He was the father of teen idols David Cassidy and Shaun Cassidy."
Aidan Quinn,"Aidan Quinn (born March 8, 1959) is an American actor, who made his film debut in Reckless (1984). He has starred in over 80 feature films, including Desperately Seeking Susan (1985), The Mission (1986), Stakeout (1987), Avalon (1990), Benny & Joon (1993), Legends of the Fall (1994), Mary Shelley's Frankenstein (1994), Michael Collins (1996), Practical Magic (1998), Song for a Raggy Boy (2003) and Unknown (2011)."
Jared Harris,"Jared Francis Harris (born 24 August 1961) is an English actor.  His roles include Lane Pryce in the television drama series Mad Men for which he received a nomination for the Primetime Emmy Award for Outstanding Supporting Actor in a Drama Series, David Robert Jones in the science fiction series Fringe, King George VI in the historical series The Crown, Anderson Dawes on the science fiction series The Expanse, Captain Francis Crozier in the AMC series The Terror, and Valery Legasov in the HBO miniseries Chernobyl for which he was nominated for the 2019 Primetime Emmy Award for Outstanding Lead Actor in a Limited Series or Movie. He has also had significant supporting roles in films such as Mr. Deeds (2002), The Curious Case of Benjamin Button (2008), Sherlock Holmes: A Game of Shadows (2011), Lincoln (2012), and Allied (2016)."
Ric Reid,Richard Dickson (Ric) Reid (born 20 November 1969 in Auckland) is a New Zealand road cyclist who competed for New Zealand in the road race events at the 1994 Commonwealth Games and the  1996 Summer Olympics.
Luke Perry,"Coy Luther Perry III (October 11, 1966 – March 4, 2019) was an American actor. He became a teen idol for playing Dylan McKay on the TV series Beverly Hills, 90210 from 1990 to 1995, and again from 1998 to 2000. He also starred as Fred Andrews on the CW series Riverdale. He had guest roles on notable shows which are Criminal Minds, Law & Order: Special Victims Unit, The Simpsons, and Will & Grace, and also starred in several films, including Buffy the Vampire Slayer (1992), 8 Seconds (1994), The Fifth Element (1997), and Once Upon a Time in Hollywood (2019), his final feature performance."
Roger Moore,"Sir Roger George Moore KBE (14 October 1927 – 23 May 2017) was an English actor. He is best known for portraying fictional secret agent James Bond in the Eon Productions film series, playing the character in seven feature films between 1973 and 1985. Moore was the third actor in the role, and his seven appearances as Bond, from Live and Let Die to A View to a Kill, are the most of any actor in the Eon-produced entries."
Victor Rasuk,"Victor Rasuk (born January 15, 1984) is an American actor."
Kevin Rivera,"Kevin Manuel Rivera Serrano (born 28 June 1998 in Cartago) is a Costa Rican cyclist, who currently rides for UCI ProTeam Androni Giocattoli–Sidermec."
Jean Simmons,"Jean Merilyn Simmons, OBE (31 January 1929 – 22 January 2010) was a British actress and singer. One of J. Arthur Rank's ""well-spoken young starlets"", she appeared predominantly in films, beginning with those made in Great Britain during and after World War II, followed mainly by Hollywood films from 1950 onwards."
Frank Sinatra,"Francis Albert Sinatra (/sɪˈnɑːtrə/; December 12, 1915 – May 14, 1998) was an American singer, actor and producer who was one of the most popular and influential musical artists of the 20th century. He is one of the best-selling music artists of all time, having sold more than 150 million records worldwide."
Sharon Maughan,Sharon Patricia Maughan (born 22 June 1950) is a British actress.
Jason Presson,"Jason Presson (born August 31, 1971) is a former American child actor, best known for his role of Darren in the 1985 movie Explorers, alongside Ethan Hawke and River Phoenix."
Glenn Close,"Glenn Close (born March 19, 1947) is an American actress and producer. ""Long considered one of the great actresses of our time"", according to Vanity Fair, she is the recipient of numerous awards, including three Primetime Emmy Awards, three Tony Awards, and three Golden Globe Awards. She has also been nominated seven times for Academy Awards, holding the record for the most nominations without a win for an actress. In 2016, she was inducted into the American Theater Hall of Fame, and in 2019, Time magazine named her one of the 100 most influential people in the world."
Tiffani Thiessen,"Tiffani Amber Thiessen (born January 23, 1974) is an American actress. She is known for starring as Kelly Kapowski on NBC's Saved by the Bell (1989–93) and as Valerie Malone on Fox's Beverly Hills, 90210 (1994–98). Thiessen has also starred in other TV series such as Fox's Fastlane (2002–03), ABC's What About Brian (2007), and USA Network's White Collar (2009–14), as well as in a number of TV movies, and she has also appeared in several films like Son in Law (1993), Shriek If You Know What I Did Last Friday the 13th (2000), Hollywood Ending (2002), Alexa and Katie (2018-2020), and Cyborg Soldier (2008)."
Brian Austin Green,"Brian Austin Green (born Brian Green; July 15, 1973) is an American actor, rapper and producer, best known for his portrayal of David Silver on the television series Beverly Hills, 90210 (1990–2000). Green was also a series regular on Terminator: The Sarah Connor Chronicles,  Freddie, Wedding Band, and Anger Management."
Isabella Hofmann,"Isabella Hofmann (born December 11, 1958) is an American actress."
J.D. Evermore,"John Daniel Evermore (born November 5, 1968) is an American actor."
Rachel Griffiths,"Rachel Anne Griffiths AM (born 1968)[b] is an Australian actress and director. Raised primarily in Melbourne, she began her acting career appearing on the Australian series Secrets before being cast in a supporting role in the comedy Muriel's Wedding (1994), which earned her an AACTA Award for Best Actress in a Supporting Role. In 1997, she was the lead in Nadia Tass's drama Amy. She had a role opposite Julia Roberts in the American romantic comedy My Best Friend's Wedding (1997), followed by her role as Hilary du Pré in Hilary and Jackie (1998), for which she was nominated for an Academy Award for Best Supporting Actress."
Scott Plank,"Scott Chapman Plank (November 11, 1958 – October 24, 2002) was an American actor, best known for playing Nick Reardon on Melrose Place, and as Wiley Farrell on Air America."
Jocelyn Seagrave,"Jocelyn Seagrave (born September 9, 1968) is an American film and television actress, best known for playing Julie Camaletti on Guiding Light and Jessica Mitchell on Fox's Pacific Palisades."
Robert O'Reilly,"Robert O'Reilly (born March 25, 1950) is an American film, stage, and television actor who has appeared in a variety of roles. He appeared in the Star Trek franchise for over ten years primarily in his recurring role on Star Trek: The Next Generation and Star Trek: Deep Space Nine as Chancellor Gowron, the leader of the Klingon Empire. O'Reilly has also appeared in over a hundred films and television episodes, and has acted both on Broadway and at Carnegie Hall. His links with the Colony Theatre Company resulted in him being awarded a Drama-Logue Award in 1981 for directing the play Getting Out."
Emma Gramatica,"Emma Gramatica (25 October 1874 – 8 November 1965), was an Italian stage and film actress. She appeared in 29 films between 1919 and 1962. She was born in Borgo San Donnino, today Fidenza, Province of Parma and died in Ostia. Her sisters Irma and Anna were also actresses."
Francesco Golisano,"Francesco Golisano (25 June 1930 in Rome, Italy – 21 December 1991 in Velletri, Italy ) was an Italian film actor."
Paolo Stoppa,Paolo Stoppa Knight Grand Cross (6 June 1906 – 1 May 1988) was an Italian actor and dubber.
Matthew Modine,"Matthew Avery Modine (born March 22, 1959) is an American actor, activist and filmmaker, who rose to prominence through his role as United States Marine Corps Private Joker in Full Metal Jacket. His other film roles include the title character in Birdy, the high school wrestler Louden Swain in Vision Quest, Joe Slovak in Gross Anatomy, Drake Goodman in Pacific Heights and Dr. Ralph Wyman in Short Cuts. On television, Modine portrayed Dr. Martin Brenner in Stranger Things, the oversexed Sullivan Groff on Weeds, Dr. Don Francis in And the Band Played On and Ivan Turing in Proof."
Saul Rubinek,"Saul Rubinek (born July 2, 1948) is a German-born Canadian character actor, director, playwright, and producer of television, theatre, and film. He has had roles in notable films including Against All Odds (1984), Wall Street (1987), The Bonfire of the Vanities (1990), True Romance (1993), and Unforgiven (1992)."
Alan Bates,"Sir Alan Arthur Bates, CBE (17 February 1934 – 27 December 2003) was an English actor who came to prominence in the 1960s, when he appeared in films ranging from the popular children's story Whistle Down the Wind to the ""kitchen sink"" drama A Kind of Loving."
Juliette Binoche,"Juliette Binoche (French pronunciation: ​[ʒyljɛt binɔʃ]; born 9 March 1964) is a French actress, artist, and dancer. She has appeared in more than 60 feature films and has been the recipient of numerous accolades, including; an Academy Award, a British Academy Film Award, and a César Award."
Leonor Watling,Leonor Elizabeth Ceballos Watling (born 28 July 1975) is a Spanish film actress and singer.
Ludivine Sagnier,"Ludivine Sagnier (born 3 July 1979) is a French actress and model, who has appeared in films since 1989. She was nominated for two César Awards for Best Supporting Actress in Swimming Pool (2003) and Un secret (2007)."
Molly Parker,"Molly Parker (born 30 June 1972) is a Canadian actress, writer, and director. She is best known for her roles in independent films, as well as television. Her accolades include two Genie Awards, one Independent Spirit Awards nomination, one Primetime Emmy Award nomination, and three nominations for the Screen Actors Guild Award."
Embeth Davidtz,"Embeth Jean Davidtz (born August 11, 1965) is a South-African  American actress. Her screen roles include movies such as Army of Darkness, Schindler's List, Matilda, Mansfield Park, Bicentennial Man, Fallen, Junebug, and Fracture, and the television series Mad Men, Californication, In Treatment, and Ray Donovan."
Kitten Natividad,"Kitten Natividad (born Francesca Isabel Natividad in  Ciudad Juárez, Chihuahua State, Mexico; 13 February 1948) is a Mexican American film actress, exotic dancer and porn star, noted for her 44-inch chest and appearances in cult films by her ex-partner, director Russ Meyer."
Haji,Hajji is an honorific title given to a Muslim person who has successfully completed the Hajj to Mecca.
Raven De La Croix,"Raven De La Croix (born Lynn Christie Martin on August 24, 1947) is an American actress and stripper known for her lead role in the 1976 Russ Meyer film Up!. When Meyer first discovered her at Joe Allen's, a hangout in West Hollywood, California, she had no acting experience. In 2011, Owen Gleiberman wrote that she ""...may be [Meyer's] most spectacular siren"". She is the granddaughter of aviation pioneer Lieutenant William Knox Martin."
Colin Farrell,"Colin James Farrell (/ˈfærəl/; born 31 May 1976) is an Irish actor. Farrell appeared in the BBC drama Ballykissangel in 1998, made his film debut in the Tim Roth-directed drama The War Zone in 1999, and was discovered by Hollywood when Joel Schumacher cast him as the lead in the war drama Tigerland in 2000. He then played the outlaw Jesse James in the film American Outlaws with a young ensemble cast, with Gabriel Macht as brother Frank as well as Ali Larter, Scott Caan, and Timothy Dalton.  He then starred in Schumacher's psychological thriller Phone Booth (2003) where he plays a hostage in a New York city phone booth, and the American thrillers S.W.A.T. (2003) and The Recruit (2003), establishing his international box-office appeal. During that time, he also appeared in Steven Spielberg's science fiction thriller Minority Report (2002) and as the villain Bullseye in the superhero film Daredevil (2003)."
