Hitokiri,"A destitute ronin allies himself with an established clan, but its ruthless leader tries to turn him into a mindless killer."
Poketto monsutâ: Serebî - Toki wo koeta deai,Ash must stop a hunter who forces the mythical Pokémon Celebi to help him destroy a forest.
Gunga Din,"In 19th century India, three British soldiers and a native waterbearer must stop a secret mass revival of the murderous Thuggee cult before it can rampage across the land."
Class Reunion,"It's been 10 years since Lizzie Borden High School's class of '72 graduated, and the preppies, the hippies and the in-crowd has returned to reminisce over good times past. But classmate Walter Baylor has returned too with a vengeance."
Che: Part Two,"In 1967, Ernesto 'Che' Guevara leads a small partisan army to fight an ill-fated revolutionary guerrilla war in Bolivia, South America."
Le renard et l'enfant,"It has been described as both a nature documentary and a ""fairy tale"" look at the story of young girl and her friendship with a fox."
Golden Apples of the Sun,Pretentious campers get locked in a makeshift chicken coup.
Strangler of the Swamp,A number of swamp land men have died by strangulation and the inhabitants believe that an innocent man they hanged is seeking revenge on all of the male descendants of those responsible for...
The Pride of the Clan,"Among the simple fisher-folk of a little island off the west coast of Scotland lives MacTavish, head of a clan. Here he rules as a chieftain and his word is law. One day a hurricane sweeps ..."
Alley Cat,"A beautiful young martial arts expert stops a vicious street gang from robbing her grandparents' house. The gang marks her for murder, but her grandparents are killed instead. The girl sets out to take her revenge on the gang."
Cheech and Chong's Next Movie,"Cheech and Chong live in a decrepit old house and drive their neighbour crazy with their loud music, weed smoking and general anarchy and slacker view on life. Then Chong meets Cheech's Texan cousin Red and things kick up a notch."
Whipped,"Three egotistical swingers, who think they're God's gift to women, end up having their friendships tested when all three of them pick up and start dating the same woman."
Ekstase,"Eva has just gotten married to an older gentleman. She leaves him and one day, she meets a young man and they fall in love. Fate brings the husband together with the young lover that has taken Eva from him."
Le locataire,A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.
Extremities,A woman takes revenge on the man who invades her home and tries to rape her.
Brave New Girl,"Holly has everything it takes to be a star; the voice, the dream and the dedication, but she lacks the means to break away from her humble Texas upbringing. Then she gets the chance to ..."
The Invader,Good alien from a dying race must impregnate an Earth woman to avoid extinction of his race. Bad alien whose race helped wipe out good alien's race doesn't want to see this happen.
Wonderland,"In the police investigation of a brutal crime scene, one man was at the center of it all: legendary porn star John Holmes."
Freeway,A deeply-disturbed priest goes on a murderous night-time rampage across America's highways.
The Grudge,"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim."
Vigilante Force,"After oil is found in a small town and local factory shut down, violent crime skyrockets. A young man has had enough and calls in his older brother, a cynical Vietnam vet, who cleans the streets but then tries to take over the town."
Zombie Bloodbath,A meltdown at a nuclear power plant turns a bunch of folks into lethal shambling flesh-eating zombies who go on a gory rampage.
Bonnie & Clyde: The True Story,"Bonnie Parker is estranged from her husband while still only just barely eighteen. Clyde Barrow, a handsome charmer who is in love with Bonnie, is a small-time thief, 'borrowing' cars to ..."
The Crater Lake Monster,"A meteor that crashed into Oregon's Crater Lake unearths a dinosaur egg. The heat from the meteor causes the egg to hatch, and the emerging dinosaur takes to snacking on the locals."
Saps at Sea,"Oliver suffers a nervous breakdown as a result of working in a horn factory, but when he follows doctor's orders about sea air, he finds an ex-con is aboard."
Gun Glory,A gunfighter defends his town when cattlemen threaten to destroy it by stampeding cattle through the farmlands.
That Lady in Ermine,"Circa 1861, Angelina, ruling countess of an Italian principality, is at a loss when invaded by a Hungarian army. Her lookalike ancestress Francesca, who saved a similar situation 300 years ..."
Garam Masala,A rib tickling tale of two flirts who constantly flirt with women despite one of them being engaged. Chaos ensues when the fiancé finds out that her to-be groom is cheating on her.
Bonhoeffer: Agent of Grace,"The story of Dietrich Bonhoeffer, a German clergyman of great distinction, who actively opposed Hitler and the Nazis. His convictions cost him his life."
Mary and Rhoda,"The old friends from ""The Mary Tyler Moore Show,"" Mary and Rhoda, are reunited, only to discover that Mary has a daughter named Rose and Rhoda's daughter is named Meredith."
A Brother's Promise: The Dan Jansen Story,"Based on the true story of Speed Skater Dan Jansen and the loving relationship with his sister Jane. We see Dan go through the motions before and after losing his sister, then see him rise ..."
Art Heist,"When a painting owned by one of her clients is stolen from a Barcelona museum, a New York-based artexpert is sent there to help investigate. After more paintings are stolen, she learns that..."
Sleepwalkers,A mother-and-son team of strange supernatural creatures move to a small town to seek out a young virgin to feed on.
World's Finest,"Fan made trailer for a Batman/Superman team up. Despite their differences, the two heroes join forces to take down Lex Luthor and Two-Face."
A Connecticut Yankee in King Arthur's Court,A singing mechanic from 1912 finds himself in Arthurian Britain.
This Darkness: The Vampire Virus,"When world-famous genetic engineer Dr. Van Helsing discovers the secret to immortality, his world is ravaged by true-blood vampires. The Lord of the Undead makes a pact with the young ..."
The Hungry Bachelors Club,Add a Plot »
Trick or Treat,"A bullied teenage boy is devastated after the death of his heavy metal idol, Sammi Curr. But as Hallowe'en night approaches, he discovers that he may be the only one who can stop Sammi from making a Satanic comeback from beyond the grave."
Istanbul,A suspected diamond smuggler returns to Istanbul and finds the lady love he thought was dead...or does he?
Secret Games,A bored and neglected housewife joins a local escort service and soon sinks deeper into trouble when she finds that she's not permitted to quit when the work gets tough.
Zabriskie Point,"At Zabriskie Point, United States' lowest point, two perfect strangers meet; an undergraduate dreamer and a young hippie student who start off an unrestrained romance, making love on the dusty terrain."
Less Like Me,A man has one week to turn his life around and start living for himself when a series of events puts his back against the wall.
Wizards of the Lost Kingdom,When evil screams throughout the world. When all the galaxies converge. When all that's fair and fine seems lost. A Hero will emerge.
The Naughty Stewardesses,"Sexy air stewardesses - four naughty female flight attendants - become involved with a wealthy womanizer, with unsurprising results. They live out their wildest sexual softcore nude fantasies."
Othello,"The Moorish General Othello is manipulated into thinking that his new wife Desdemona has been carrying on an affair with his Lieutenant Michael Cassio, when in reality, it is all part of the scheme of a bitter Ensign named Iago."
Losing Control,"Kim is suffering from writer's block. A chance encounter with a handsome stranger opens her to a world of risky sexual experimentation. However, she becomes worried when he refuses to say anything about himself."
Schizophreniac: The Whore Mangler,"Harry is an aggravated writer, killer, and drug addict scumbag who will stop at nothing to destroy those who stand between him and insanity. Driven by the demonic voices of his ..."
Jack Frost,After an accident that left murderer Jack Frost dead in genetic material the vengeful killer returns as a murderous snowman to exact his revenge on the man who sent him to be executed
Snuff killer - La morte in diretta,"When the daughter of a politician suddenly disappears, her step-mother investigates the porno industry in search of her."
Murder at the Vanities,A homicide detective with an eye for the ladies investigating a murder in Earl Carroll's Vanities allows the music review to continue during the investigation.
Fay Grim,"A ten-years-later continuation of Hal Hartley's ""Henry Fool"", where Fay Grim (Posey) is coerced by a CIA agent (Goldblum) to try and locate notebooks that belonged to her fugitive ex-husband (Ryan). Published in them is information that could compromises the security of the U.S., causing Fay to first head to Paris to fetch them ..."
Follow the Fleet,A Navy sailor tries to rekindle a romance with the woman he loves while on liberty in San Francisco.
Hundstage,"In the tomb-like quiet of their ranch-style purgatory, a divorced husband and wife fight a wordless war while mourning an unspeakable mutual loss. A sadistic lover's ritual humiliation spawns both tenderness and revenge."
Grass: A Nation's Battle for Life,The struggles of a hardscrabble Iranian nomadic tribe as they journey through bleak country to reach the grasslands that will save their livestock.
I Married a Monster,"Kelly's new husband Nick begins behaving oddly, showing a surprising desire to make babies and shun his drinking buddies. Little does she know he's not entirely himself."
Yin yang xie di zi,A fighter confronts a rogue master armed with weapons capable of severing a head from 100 feet away.
Gone in Sixty Seconds,A retired master car thief must come back to the industry and steal fifty cars with his crew in one night to save his brother's life.
Once Upon a Time,Janitor Woodrow Mulligan gets a trip from 1890 to 1962 courtesy of his employer's time helmet.
If You Only Knew,A romantic comedy about a young man who pretends to be gay in order to rent an apartment with his dream girl. His plan backfires when she keeps trying to set him up with her male friends.
Welcome to Collinwood,"Cosimo gets a plan for a huge job from his cellmate. He asks his woman to find a patsy for his bungled car theft, offering $15,000. Suddenly, 7 are involved."
Sobache serdtse,"In the wake of the Russian revolution, Professor Preobrazhensky rescues a starving dog from the gutter, and attempts to transform him into a man. Based on Mikhail Bulgakov's novel of the same name."
Night of the Twisters,The residents of a small town come face to face with a deadly and unpredictable series of tornadoes. Among them is one boy struggling to keep his family safe in the dangerous weather.
How the Grinch Stole Christmas,"On the outskirts of Whoville lives a green, revenge-seeking Grinch who plans to ruin Christmas for all of the citizens of the town."
Atlantis: The Lost Empire,A young linguist named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.
Men of Honor,"The story of Carl Brashear, the first African-American U.S. Navy Diver, and the man who trained him."
Sien lui yau wan III: Dou dou dou,"Basically a retread of the first movie, in which the evil Tree Spirit is back with yet another ghost played by Joey Wong. The Swordsman Yen and Leslie Cheung characters are replaced by a ..."
Perfect Alibi,"Melanie is married to Keith Bauers, she has two beautiful children and she is rich. She decides to engage a girl au pair, Janine, who arrives from France. Everything seems to run perfectly...."
Elena et les hommes,"Polish countess Elena falls in love to a French radical party's candidate, a general, in pre-World War I Paris, but another officer pines for her."
Deewaar: Let's Bring Our Heroes Home,A group of Indian POW (Prisoners Of War) rebels against Pakistani army and tries to escape from their captivity during India-Pakistan war in 1971.
The Tooth Fairy,"Darcy Wagner and her ten-and-a-half-year-old daughter Pamela ""Pammy"" are heading to the bed and breakfast of her boyfriend Peter Campbell in the River Bend Road in Northern California. ..."
The Buccaneer,"During the war of 1812, Louisiana buccaneer Jean Lafitte assists the Americans in defending New Orleans against the attacking British war fleet."
The Soul of a Man,The dramatic tension in the blues between the sacred and the profane by exploring the music and lives of three of director Wim Wenders's favorite blues artists.
Gang of Roses,All all-female gang of Old West bank robbers comes out of retirement to rescue a sister in peril.
Jake Speed,"In a world where, unbeknownst to the public, all famous pulp fiction heroes are real, one of them, Jake Speed, agrees to help desperate Margaret Winston save her sister from sadistic white slaver Sid, who's operating in Africa."
"No, No, Nanette","Perky young Nanette attempts to save the marriage of her uncle and aunt by untangling Uncle Jimmy from several innocent but ensnaring flirtations. Attempting one such unentanglement, ..."
The Master Blackmailer,Holmes and Watson attempt to break the grip of a ruthless blackmailer of their clients.
Contra Todos,"""Contra Todos"" is a story about the lies, treachery and vengeance of a middle-class family living on the outskirts of São Paulo. Four characters try desperately to change their lives, but are unable to escape their destiny."
Renaissance,"In 2054, Paris is a labyrinth where all movement is monitored and recorded. Casting a shadow over everything is the city's largest company, Avalon, which insinuates itself into every aspect of contemporary life to sell its primary export, youth and beauty. In this world of stark contrasts and rigid laws, the populace is kept in line and accounted for."
The House Next Door,"Walker Kennedy and his wife Col are a happy, voluntarily childless suburban couple. Then the thing they fear the most happens: part of their green surrounding is turned into a building site..."
Mystery Men,A group of inept amateur superheroes must try to save the day when a supervillain threatens to destroy a major superhero and the city.
Cinderella 2000,"In the year 2047, sex is forbidden and Big Brother uses robots to keep on eye on everyone. One young girl tries to outwit the government so she can be with the man she loves."
Island Prey,"Catherine Gaits, married, has an affair with Peter Thornton and has made it very clear that this one time will stay one time. But Thornton is obsessive and doesn't give up. He blackmails her to try to renew their relationship."
Dirt Merchant,A slacker turns P.I. and solves a rock star's murder.
A Double Life,"A celebrated actor struggles to distinguish his own life from that of his most recent stage role, Othello."
The Legend of Dragoon,"When the clash of swords echo, the journey chasing the past ends and the journey to know today begins. A group of warriors led by Dart Feld are caught in a war between Endiness' nations."
Ulli Lommel's Zodiac Killer,A young man who works at a nursing home uses the legendary Zodiac killer's M.O. to kill people who neglect their elderly relatives.
Labyrinth,"Clark enters a parallel environment in his subconscious where he is powerless, no one believes the truth about him, and things have turned out much, much differently."
Time at the Top,"14-year old Susan Shawson travels back in time in her building's elevator. As altered by a retired physicist living in her building, it transports her from Philadelphia of 1998 back to the ..."
Opening Night,A renowned actress teeters on the edge of a breakdown as she counts down the days toward a big Broadway opening.
Dressed to Kill,"A mysterious blonde woman kills one of a psychiatrist's patients, and then goes after the high-class call girl who witnessed the murder."
The Groove Tube,"A collection of skits that make fun of 1970s television, featuring early appearances by Chevy Chase and Richard Belzer."
The Gospel of Lou,"A homophobic, violent, stuttering boxer transforms into a motivational speaker."
The Outrageous Okona,"The Enterprise rescues the captain of a broken-down freighter, only to become involved in a dispute between feuding worlds--each demanding custody of their guest. Data seeks help from Guinan in understanding humor."
Fanfan la Tulipe,Swashbuckling adventures of young army recruit Fanfan la Tulipe during the reign of King Louis XV in 18th Century France.
My Super Ex-Girlfriend,"When a regular guy dumps a superhero for her neediness, she uses her powers to make his life a living hell."
Apollo 11: The Untold Story,"APOLLO 11: THE UNTOLD STORY aka FIRST ON THE MOON: THE UNTOLD STORY One-Hour Special for Discovery Science Channel / five When Neil Armstrong first set foot on the moon in July 1969, Apollo..."
Un petit jeu sans conséquence,"During a week-end in the countryside Claire and Bruno, a couple for 12 years, pretend to split. Their friends gossip and all find good reasons for this separation. But has it not already gone too far ?"
The Corpse Vanishes,"A scientist, aided by an old hag and her two sons, kills virginal brides, steals their bodies, and extracts gland fluid to keep his ancient wife alive and young."
Seven Pounds,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.
The Pacific and Eddy,"In the wake of a sudden loss, Eddy unexpectedly skips town leaving his friends to mourn for him. A vagabond musician, Eddy runs until there is nowhere to run but home."
Bye Bye Birdie,"Rock-and-roll icon Conrad Birdie is about to go into the Army, and plans are being made to arrange his final going-away concert."
"War, Inc.","A corporation hires a professional assassin to pose as its trade show representative who must organize the wedding of a Middle Eastern pop star, which will allow him the opportunity to kill a Middle Eastern politician."
Cinderella II: Dreams Come True,"Jaq and Gus create a storybook based on three events that happened after the first film. The stories include Cinderella's opposition to the court's strict etiquette, Jaq's becoming human for a day, and Anastasia's redemption through love."
Three Smart Girls,Three sisters scheme to reunite their divorced parents before their wealthy father marries a conniving gold digger.
Robotech: The Movie,"Re-edited version of a Japanese TV serial combined with a direct-to-video anime, released in the U.S. as a feature."
Los Debutantes,"The story of two brothers who get involved with a sexy stripper and her boss, the nightclub king of Santiago, as told from three perspectives. Sexy, gritty, emotional."
The Man Who Wasn't There,A State Department employee finds an egg-shaped device with a green fluid inside that makes the person who drinks it invisible. He finds himself being chased by foreign agents who want the substance.
"Goodnight, Mister Tom","A shy and quiet World War II evacuee is housed by a disgruntled old man, and they soon develop a close bond."
Will You Tolerate This?,"Robin, Earl of Huntingdon, returns to Locksley from fighting with King Richard in the Crusades, but England is not as he left it and all attempts to resume his former life are foiled by the Sheriff of Nottingham."
Deathtrap,A Broadway playwright puts murder in his plan to take credit for a student's play.
Country Dance,"Controversial tragicomedy about a brother's obsessive love for his sister. Having left her husband, Hilary moves in with her unbalanced brother, Pink, who uses wit and humor to hide his amorous yearnings."
To Die For,"L.A. real estate agent Kate Wooten gets a new lease on life when she learns that her new client, a mysterious and handsome man named Vlad, is looking for a house isolated in the Hollywood ..."
Grand Slam,"Because the Stanislavsky method of playing bridge has no rules, it promotes marital harmony for those who stick with it."
Il giustiziere della strada,"In the year 3000, the Earth has turned into a desert after nuclear war. A group of survivors runs out of water, so they need to search for the valuable water, but it will not be easy because other group also wants to get it at any cost."
Curly Sue,"A homeless man and his young companion, who survive by conning people, meet a woman who may need them even more than they need her."
Ghosts That Still Walk,A young boy is possessed by the spirit of an Indian medicine man and begins to terrorize the local population.
The Brain That Wouldn't Die,"A doctor experimenting with transplant techniques keeps his girlfriend's head alive when she is decapitated in a car crash, then goes hunting for a new body."
Sorrows Lost,Add a Plot »
Hammerhead,A scientist tries to save his son from cancer but his experiments turn him into a shark-man instead. A group of people from a pharmaceutical corporation are sent to the mad doctor's island to investigate his activities.
Halloween,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again."
Il mio miglior nemico,"When a man fires a hotel maid for stealing, the woman's son gets his revenge."
Fire and Ice,"At the end of the ice age, an evil queen and her son are set on conquering the world using magic and warriors. The lone survivor of a crushed village fights back as does the king of Fire Keep."
Raja Babu,A man tries to become a better son after his intended bride rejects him and he learns he was adopted from a poor family.
Snitch'd,"When the South Side Gang and the Cut Throat Mafia start a drug war at a local high school in Santa Ana, CA, detective McClure goes undercover to investigate the brutal murder of a young ..."
Au Pair Girls,"Four sexy young foreign girls come to England as au pairs and quickly become quite intimate with their employers, host families, and just about everyone else they encounter."
This Is Not a Love Song,"The small time criminal Heaton is anxiously waiting for the release of his close friend Spike, after spending a couple of months in prison for being caught with 87g of marijuana. Heaton ..."
Joyû-rei,A filmmaker and crew slowly go insane after being continually haunted by the ghost of a dead actress.
The 74th Annual Academy Awards,The 74th Annual Academy Awards
A Star Is Born,"A has-been rock star falls in love with a young, up-and-coming songstress."
Ringmaster,Talk show special guests air their grievances backstage and in front of the cameras as the host struggles to manage the mayhem that ensues.
Vanilla Sky,A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover.
Class of '61,"Three West Point 1861 generation cadets and friends go on opposite sides after the breakout of The Civil War, with tragic consequences. A subplot involves Lucius, a Shelby Peyton's slave, who kills a slave trader and goes on the run."
The Vampire Bat,"When corpses drained of blood begin to show up in a European village, vampirism is suspected to be responsible."
The Compleat Al,"Fact and fiction are mingled in this mockumentary about the career of music parodist ""Weird Al"" Yankovic. In retelling his life story, the film includes several of his music videos, ..."
At Any Cost,Two brothers and their best friend start a rock band and try to make it big in Los Angeles.
The Notorious Bettie Page,"The life of Bettie Page, a 1950s pin-up model and one of the first sex icons in America, who became the target of a Senate investigation because of her risqué bondage photos."
Back of Beyond,A garage mechanic out in the middle of the outback gets involved with the girl friend of a jewel smuggler who is on the run.
Good Fences,"Good Fences is about an upwardly mobile black family for whom the American dream becomes a nightmare. Set in the 1970s, Tom Spader is an attorney who is determined to end what he has dubbed..."
Starstruck,"An aspiring screenwriter in Los Angeles befriends a washed up, former teen idol and develops an unhealthy relationship with him."
Apart from That,"Ulla rents a room in Peggy's home, and they don't talk much. They have very little in common, so it seems; Ulla is an introverted student beautician who drives a Buick that doesn't belong ..."
Goyôkiba: Oni no Hanzô yawahada koban,"After extracting information by raping a ghost, Hanzo uncovers a plot among high officials to steal the shogunate's gold and loan it out to the poor."
Cyber-Tracker 2,A Secret Service agent (Wilson) battles an arms dealer who is creating a cyborg army.
L'hypothèse du tableau volé,"Two narrators, one seen and one unseen, discuss possible connections between a series of paintings. The on-screen narrator walks through three-dimensional reproductions of each painting, ..."
Gong fu guan lan,"Fang Shijie is found as a baby in the garbage and raised at a martial arts academy. With the help of a man, he gets into college and is promoted to the basketball championship as he searches for his real parents."
Elvis,Biographical movie about the famous rock singer Elvis Presley.
Mr. Destiny,"Unhappy Larry Burrows sees what his life could've been like, had he made that winning home run as a teenager."
Shot in the Heart,"The story of a man coming to terms with the sins and secrets of his notorious brother and, in the process, exploring the legacy of violence in his own family."
Scanners II: The New Order,A scanner discovers a plot by renegade elements in the city government to take power with the help of evil scanners.
Doctor Mordrid,"An unspeakable evil has come into our dimension and wants to rule over Earth, and only a mysterious sorceror known as Doctor Mordrid can stop him."
Holly,"In Cambodia, Holly, a 12 year old Vietnamese girl, encounters Patrick, an American stolen artifacts dealer. The story follows their strong connection and her unrelenting efforts to escape her fate."
Forbidden Planet,A starship crew goes to investigate the silence of a planet's colony only to find two survivors and a deadly secret that one of them has.
"After Dark, My Sweet",An ex-boxer is drifting around after escaping from the mental hospital. He meets a widow who convinces him to help fix up the neglected estate her ex-husband left. Her Uncle talks them both...
Any Way the Wind Blows,"Sort of a low-budget Short Cuts (1993), set in the Flemish port city of Antwerp on a warm day in June. Natalie, her brother Chouki, her boyfriend Walter and his ex Lara, the gallery keeper ..."
Written on the Wind,"Alcoholic playboy Kyle Hadley marries the woman secretly loved by his poor but hard-working best friend, who in turn is pursued by Kyle's nymphomaniac sister."
Ruby in Paradise,A young woman struggles for independence and identity in a small Florida tourist town.
Cry Freedom,"South African journalist Donald Woods is forced to flee the country, after attempting to investigate the death in custody of his friend, the black activist Steve Biko."
Page 3,A look at Mumbai's socialite party circle world through the eyes of a Page 3 journalist.
Ship Ahoy,"Miss Winters is a dancer with the Tommy Dorsey Orchestra and is asked to secretly transport a prototype magnetic mine to Puerto Rico. She thinks that she is working for the US Government, ..."
Freddy's Dead: The Final Nightmare,"Dream-haunting Freddy Krueger returns once again to prowl the nightmares of Springwood's last surviving teenager, and of a woman whose personal connection to Krueger may mean his doom."
The Golden Arrow,"It's the Florida party season for heiresses, with both Oklahoma oil heiress Hortense Burke-Meyers and New York face cream heiress Daisy Appleby in the state. And where the single American ..."
Even Cowgirls Get the Blues,"Sissy Hankshaw (Uma Thurman) is born with enormous thumbs that help her hitchhiking through the U.S. from a young age. She becomes a model in advertising, and her New York agent, ""the ..."
Cold Heaven,An adulterous woman's faith in God is tested when her husband dies and miraculously comes back to life.
Full Moon High,"A popular high school football player becomes a werewolf after a trip to Romania, and struggles to come to terms with his new reality."
King Solomon's Treasure,"Three adventurers lead an expedition into darkest Africa in search of the treasure of King Solomon, and on the way encounter hostile natives, volcanoes, dinosaurs and a lost Phoenician city ruled by a beautiful queen."
Hood of the Living Dead,"Ricky is a promising young scientist whose experimental formula regenerates dying cells. Ever since his parents died, Ricky's been trying hard to balance work while taking care of his ..."
"I Do, They Don't","A Vegas wedding spells trouble back at home, as Carrie (Bissett) and Jim (Estes) each break the news to their kids. Can the newlyweds -- and their new household -- survive?"
L'occhio nel labirinto,"A woman searches for her missing lover, a psychiatrist who has suddenly vanished for no apparent reason. She ends up at a villa populated by a group of eccentric individuals. A string of murders commence immediately."
Man on Fire,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect."
Maslin Beach,"Financed outside the political funding system now controlling the Australian film industry, Maslin Beach demonstrates an interesting filmmaking strategy - no costumes, no sets, one location..."
The Muppets Take Manhattan,Kermit and his friends go to New York City to get their musical on Broadway only to find it's a more difficult task than they anticipated.
Änglagård,A rural village is divided when an extraordinary couple move into a mansion.
Sniper,A US Marine sniper is partnered with a SWAT member to take out rebel leaders in the jungles of Panama.
The Informer,"In 1922, an Irish rebel informs on his friend, then feels doom closing in."
Intensive Care,"A famous surgeon gets into a coma after a car accident. Seven years later, he wakes up as a mutilated monster and starts a massacre."
Family: Ties of Blood,A slacker abducts the family of a crime kingpin to avenge the death of his brother.
The Lord of the Rings,The Fellowship of the Ring embark on a journey to destroy the One Ring and end Sauron's reign over Middle-earth.
Fear of a Black Hat,"A mockumentary chronicling the rise and fall of NWH, a not particularly talented--or particularly bright but always controversial--hip-hop group."
The Dentist,An extremely successful dentist goes off the deep end after he catches his wife cheating on him.
The Satan Pit,"The Doctor risks his life to investigate the pit and is forced to make a terrible decision, while Rose and the crew fend for their lives against the Legion of the Beast."
Second to Die,Sara thought she'd finally found happiness when she escaped a life of poverty and abuse to marry Jim Bratchett. Sara's happiness is short-lived when she discovers that Jim has an invalid ...
Wendigo,"George is a high-strung professional photographer who is starting to unravel from the stress of his work with a Manhattan advertising agency. Needing some time away from the city, George, ..."
The Lady in Question,"In 1938, Jewish rights activist Emma Sachs is targeted by the Nazis. When she dies, foul play is suspected. But was it the Nazis, or was it someone else? Detective Tony Rossini investigates..."
Invitation to Hell,A family moves to a suburban town only to be coerced into joining a suspicious club.
Bulletproof,A group of dangerous terrorists succeeds to get hold of a tank of the army and all its crew.
Maiden Voyage,A security operative battles hijackers on a cruise ship.
Little Richard,"The story of Little Richard Penniman, from his poor Southern upbringing to dealing with the trials and tribulations of being a black singer in the 1950s, to his born-again phase and brief ""retirement"" from rock and roll."
Sparkle,"Three sisters form a singing group in 1950s Harlem, but success threatens to ruin their relationship forever."
Silk Hope,A fun-loving woman (Farrah Fawcett) returns to the North Carolina farm where she grew up and tries to prevent it from being sold by her sister.
Les valseuses,"Two whimsical, aimless thugs harass and assault women, steal, murder, and alternately charm, fight, or sprint their way out of trouble. They take whatever the bourgeois characters value: ..."
Der Frosch mit der Maske,Scotland Yard and an American playboy investigate a criminal gang led by a mysterious man in a frog-like mask.
Robot Jox,"In the distant future, mankind has forsaken global wars for battles of single combat. The world has been divided into two opposing super powers, with each side represented by trained champions."
Die Ehe der Maria Braun,"Maria marries Hermann Braun in the last days of World War II, only for him to go missing in the war. Alone, Maria puts to use her beauty and ambition in order to find prosperity during Germany's ""economic miracle"" of the 1950s."
The Van,Bobby blows all his college savings on a van and tries to get the girl of his dreams. It's a wild time with Bobby and his friends.
Zatôichi rôyaburi,"In a town where debt-ridden peasants are being ruthlessly exploited, Zatoichi is forced to take sides between a cruel yakuza boss and his seemingly altruistic rival."
Homicide: The Movie,"Al Giardello is shot and the detectives of the Baltimore Homicide Unit return to work to solve the case, including Howard, Munch, Bayliss, Meldrick, Bolander and Kellerman."
WWE New Year's Revolution,New Year's Revolution (2006) was the second annual New Year's Revolution pay-per-view event produced by World Wrestling Entertainment (WWE).
Mr. Moto Takes a Vacation,"Disguised as an Austrian archaeologist, Moto helps unearth the priceless crown of the legendary Queen of Sheba and sans disguise defends it from a variety of thugs and criminals."
Return to Boggy Creek,"Two men travel deep into the woods to search for a Bigfoot-like creature called ""Big Bay-Ty"" which has recently been sighted near Boggy Creek. Three children secretly follow. Little do they know a hurricane is about to commence."
Gung Ho,"When a Japanese car company buys an American plant, the American liaison must mediate the clash of work attitudes between the foreign management and native labor."
Detour to Terror,A homicidal dune-buggy trio terrorizes a busload of Las Vegas bound tourists with the intent to kidnap one of them.
666: The Child,"After a plane crash where a boy is the only survival, the famous anchor Erika Lawson convinces her husband and cameraman Scott to adopt the child. They bring Donald home and Scott's father ..."
George of the Jungle 2,"George, now a father, goes to Las Vegas, where he has to help out his brother."
There's a Girl in My Soup,"In their sexual game, an egotistical and womanizing television host meets his match, Marion, who seeks to remain one step ahead of him."
While the Children Sleep,A family hires a live-in baby sitter who hatches a plan to harm the mother.
Rupan sansei: Towairaito Jemini no himitsu,"Lupin comes into the possession of half a diamond containing half a map, and goes in search of the other half so that he can obtain the map's treasure."
The Waterdance,"A film about struggling to deal with paralysis. Author Joel Garcia breaks his neck while hiking, and finds himself in a rehabilitation centre with Raymond, an exaggerating ladies' man, and ..."
Beta House,"Erik and Cooze start college and pledge the Beta House fraternity, presided over by none other than legendary Dwight Stifler."
Doppelganger,A writer with a room for rent acquires a strange new roommate with a psychotic alter-ego that follows her wherever she goes.
Cel mai iubit dintre pamânteni,"The film is an adaptation of a novel by Marin Preda, a controversial novelist who died during the Communist rule soon after the book was published. It tells the story of an intellectual, ..."
102 Dalmatians,Cruella DeVil gets out of prison and goes after the puppies once more.
The Pink Chiquitas,A pink meteor controlled by aliens lands near a small town and turns the local women into nymphos. A deputy sheriff and a local private eye investigate.
Hollow Point,"Livingston is trying to merge the Russians, Chinese and Italian gangsters into one group with huge amounts of money and power. FBI agent Susan and DEA agent Max are trying to stop them."
The Sentinel,A Secret Service agent is framed as the mole in an assassination attempt on the President. He must clear his name and foil another assassination attempt while on the run from a Secret Service Protective Intelligence Division agent.
I Married an Angel,A count who ignores an infatuated secretary thinks he has met his match when an angel from Heaven shows up.
"Surrender, Dorothy","When her daughter Sara (Davalos) unexpectedly passes away, Natalie (Keaton) retreats to the summer home where she and Sara used to visit. Time with her best friends and some of Sara's friends help her deal with her loss."
Sengoku jieitai,"A squadron of Japanese Self-Defense Force soldiers find themselves transported through time to their country's warring states era, when rival samurai clans were battling to become the ..."
Der Todesking,"Seven episodes, each taking place on a different day of the week, on the theme of suicide and violent death."
Kalifornia,"A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself."
"Dio, sei proprio un padreterno!",This is a buddy film with a small-time thug (Victor Lobianco) meeting a high-profile gangster (Lee Van Cleef) while in prison. The pair team up to attempt a prison breakout.
The Announcement,"After the 'announcement' of a past wedding, 6 couples and an ex-boyfriend discuss the ramifications. Set primarily in one location and played out in a single 24 hour period."
